Date,Close Price
1/13/2014,857.96
1/14/2014,851.83
1/15/2014,874.71
1/16/2014,847.37
1/17/2014,828.22
1/18/2014,843.76
1/19/2014,878.68
1/20/2014,871.05
1/21/2014,874.29
1/22/2014,863.95
1/23/2014,854.35
1/24/2014,825.12
1/25/2014,861.85
1/26/2014,880.15
1/27/2014,814.53
1/28/2014,833.94
1/29/2014,837.51
1/30/2014,845.85
1/31/2014,848.29
2/1/2014,853.02
2/2/2014,854.37
2/3/2014,846.9
2/4/2014,842.01
2/5/2014,820.87
2/6/2014,783.62
2/7/2014,703.57
2/8/2014,676.91
2/9/2014,681.94
2/10/2014,679.73
2/11/2014,669.44
2/12/2014,648.38
2/13/2014,598.41
2/14/2014,656.61
2/15/2014,645.43
2/16/2014,610.65
2/17/2014,621.49
2/18/2014,621.22
2/19/2014,617.71
2/20/2014,552.21
2/21/2014,569.04
2/22/2014,604.75
2/23/2014,604.58
2/24/2014,545.32
2/25/2014,534.71
2/26/2014,577.09
2/27/2014,576.7
2/28/2014,543.93
3/1/2014,563.74
3/2/2014,560.3
3/3/2014,661.12
3/4/2014,663.6
3/5/2014,661.79
3/6/2014,658.72
3/7/2014,625.83
3/8/2014,615.24
3/9/2014,633.18
3/10/2014,625.83
3/11/2014,628.95
3/12/2014,631.39
3/13/2014,638.16
3/14/2014,626.71
3/15/2014,633.67
3/16/2014,630.72
3/17/2014,621.22
3/18/2014,613.63
3/19/2014,608.82
3/20/2014,586.59
3/21/2014,570.77
3/22/2014,564.42
3/23/2014,561.35
3/24/2014,586.27
3/25/2014,582.28
3/26/2014,579.07
3/27/2014,478.16
3/28/2014,502.44
3/29/2014,493.18
3/30/2014,461.87
3/31/2014,458.5
4/1/2014,478.72
4/2/2014,437.51
4/3/2014,447.08
4/4/2014,448.88
4/5/2014,464.83
4/6/2014,460.7
4/7/2014,446.22
4/8/2014,450.46
4/9/2014,440.2
4/10/2014,360.84
4/11/2014,420.06
4/12/2014,420.66
4/13/2014,414.95
4/14/2014,457.63
4/15/2014,520.12
4/16/2014,529.16
4/17/2014,494.4
4/18/2014,478.23
4/19/2014,501.55
4/20/2014,497.32
4/21/2014,493.09
4/22/2014,484.43
4/23/2014,486.93
4/24/2014,500.26
4/25/2014,459.61
4/26/2014,456.14
4/27/2014,429.65
4/28/2014,437.06
4/29/2014,444.25
4/30/2014,445.87
5/1/2014,456.27
5/2/2014,446.64
5/3/2014,436.94
5/4/2014,434.06
5/5/2014,429.72
5/6/2014,426.99
5/7/2014,436.96
5/8/2014,435.34
5/9/2014,448.23
5/10/2014,452.71
5/11/2014,436.54
5/12/2014,438.43
5/13/2014,437.41
5/14/2014,441.75
5/15/2014,444.32
5/16/2014,445.01
5/17/2014,446.36
5/18/2014,444.81
5/19/2014,444.31
5/20/2014,485.83
5/21/2014,489.16
5/22/2014,526.06
5/23/2014,519.04
5/24/2014,525.63
5/25/2014,570.09
5/26/2014,581.83
5/27/2014,569.63
5/28/2014,574.45
5/29/2014,565.51
5/30/2014,616.47
5/31/2014,623.26
6/1/2014,629.02
6/2/2014,658.79
6/3/2014,665.73
6/4/2014,636.78
6/5/2014,656.06
6/6/2014,645.56
6/7/2014,652.71
6/8/2014,653.64
6/9/2014,645.34
6/10/2014,649.81
6/11/2014,627.91
6/12/2014,581.8
6/13/2014,597.43
6/14/2014,571.69
6/15/2014,591.97
6/16/2014,588.06
6/17/2014,607.34
6/18/2014,604.88
6/19/2014,592.26
6/20/2014,588.52
6/21/2014,591.03
6/22/2014,598.88
6/23/2014,587.46
6/24/2014,575.07
6/25/2014,562.13
6/26/2014,579.38
6/27/2014,600.86
6/28/2014,591.99
6/29/2014,598.6
6/30/2014,639.36
7/1/2014,635.59
7/2/2014,647.34
7/3/2014,640.69
7/4/2014,626.96
7/5/2014,628.33
7/6/2014,631.71
7/7/2014,617.99
7/8/2014,620.22
7/9/2014,620.55
7/10/2014,615.11
7/11/2014,631.18
7/12/2014,634.48
7/13/2014,627.58
7/14/2014,618.38
7/15/2014,619.36
7/16/2014,615.2
7/17/2014,622.62
7/18/2014,628.22
7/19/2014,625.8
7/20/2014,621.37
7/21/2014,620.01
7/22/2014,618.81
7/23/2014,617.93
7/24/2014,600.01
7/25/2014,599.93
7/26/2014,593.85
7/27/2014,590.95
7/28/2014,584.69
7/29/2014,582.2
7/30/2014,564.37
7/31/2014,581.35
8/1/2014,595.08
8/2/2014,587.29
8/3/2014,585.51
8/4/2014,586.76
8/5/2014,583.11
8/6/2014,583.04
8/7/2014,587.4
8/8/2014,590.53
8/9/2014,588.09
8/10/2014,589.45
8/11/2014,573.31
8/12/2014,568.21
8/13/2014,544.57
8/14/2014,508.55
8/15/2014,496.62
8/16/2014,519.83
8/17/2014,492.95
8/18/2014,460.67
8/19/2014,486.74
8/20/2014,511.93
8/21/2014,516.16
8/22/2014,513.94
8/23/2014,497.22
8/24/2014,508.57
8/25/2014,501.63
8/26/2014,513.47
8/27/2014,510.43
8/28/2014,507.02
8/29/2014,508.42
8/30/2014,501.2
8/31/2014,478.07
9/1/2014,474.13
9/2/2014,475.32
9/3/2014,474.54
9/4/2014,489.09
9/5/2014,480.5
9/6/2014,482.24
9/7/2014,479.48
9/8/2014,472.15
9/9/2014,471.56
9/10/2014,477.53
9/11/2014,476.33
9/12/2014,473.83
9/13/2014,477.09
9/14/2014,474.71
9/15/2014,471.36
9/16/2014,463.74
9/17/2014,454.91
9/18/2014,421.46
9/19/2014,391.94
9/20/2014,406.82
9/21/2014,396.57
9/22/2014,398.89
9/23/2014,435.38
9/24/2014,422.3
9/25/2014,408.8
9/26/2014,401.92
9/27/2014,398.36
9/28/2014,376.2
9/29/2014,374.73
9/30/2014,386.27
10/1/2014,381.33
10/2/2014,371.99
10/3/2014,356.56
10/4/2014,325.49
10/5/2014,319.64
10/6/2014,328.46
10/7/2014,334.09
10/8/2014,352.79
10/9/2014,363.78
10/10/2014,358.69
10/11/2014,359.2
10/12/2014,376.19
10/13/2014,388.38
10/14/2014,398.71
10/15/2014,391.84
10/16/2014,380.08
10/17/2014,380.42
10/18/2014,388.96
10/19/2014,386.59
10/20/2014,379.37
10/21/2014,382.38
10/22/2014,379.1
10/23/2014,355.86
10/24/2014,355.17
10/25/2014,346.11
10/26/2014,351.54
10/27/2014,348.96
10/28/2014,351.9
10/29/2014,333.38
10/30/2014,343.78
10/31/2014,336.8
11/1/2014,325.39
11/2/2014,323.74
11/3/2014,324.23
11/4/2014,328.28
11/5/2014,337.14
11/6/2014,348.23
11/7/2014,341.08
11/8/2014,344.03
11/9/2014,363.31
11/10/2014,365.29
11/11/2014,366.99
11/12/2014,427.24
11/13/2014,417.15
11/14/2014,398.43
11/15/2014,375.13
11/16/2014,388.55
11/17/2014,385.86
11/18/2014,372.38
11/19/2014,377.24
11/20/2014,356.14
11/21/2014,348.86
11/22/2014,352.04
11/23/2014,366.77
11/24/2014,375.24
11/25/2014,375.72
11/26/2014,368.51
11/27/2014,369.14
11/28/2014,375.85
11/29/2014,375.22
11/30/2014,377.09
12/1/2014,378.64
12/2/2014,381.54
12/3/2014,374.97
12/4/2014,369.15
12/5/2014,376.04
12/6/2014,374.02
12/7/2014,374.26
12/8/2014,360.94
12/9/2014,351.27
12/10/2014,344.62
12/11/2014,347.13
12/12/2014,350.94
12/13/2014,347.47
12/14/2014,351.14
12/15/2014,345.1
12/16/2014,326.08
12/17/2014,319.17
12/18/2014,310.75
12/19/2014,317.01
12/20/2014,329.57
12/21/2014,319.24
12/22/2014,330.67
12/23/2014,334.05
12/24/2014,321.88
12/25/2014,318.61
12/26/2014,327.16
12/27/2014,315.17
12/28/2014,316.8
12/29/2014,312.44
12/30/2014,309.87
12/31/2014,319.7
1/1/2015,313.92
1/2/2015,314.59
1/3/2015,279.85
1/4/2015,263.63
1/5/2015,272.95
1/6/2015,285.58
1/7/2015,294.88
1/8/2015,283.25
1/9/2015,288.84
1/10/2015,274.07
1/11/2015,265.37
1/12/2015,267.09
1/13/2015,226.98
1/14/2015,177.28
1/15/2015,210.46
1/16/2015,207.22
1/17/2015,199.62
1/18/2015,209.93
1/19/2015,213.98
1/20/2015,210.48
1/21/2015,225.98
1/22/2015,232.66
1/23/2015,232.97
1/24/2015,247.99
1/25/2015,254.51
1/26/2015,271.95
1/27/2015,262.06
1/28/2015,233.21
1/29/2015,232.4
1/30/2015,226.5
1/31/2015,216.91
2/1/2015,226.4
2/2/2015,237.54
2/3/2015,226.96
2/4/2015,226.73
2/5/2015,216.77
2/6/2015,222.48
2/7/2015,227.33
2/8/2015,222.87
2/9/2015,220.17
2/10/2015,220.08
2/11/2015,219.49
2/12/2015,221.85
2/13/2015,235.79
2/14/2015,257.47
2/15/2015,234.33
2/16/2015,233.56
2/17/2015,243.6
2/18/2015,236.21
2/19/2015,239.83
2/20/2015,243.78
2/21/2015,244.26
2/22/2015,235.53
2/23/2015,238.08
2/24/2015,238.76
2/25/2015,237.25
2/26/2015,236.1
2/27/2015,252.51
2/28/2015,253.53
3/1/2015,258.74
3/2/2015,271.35
3/3/2015,281.45
3/4/2015,271.92
3/5/2015,274.86
3/6/2015,272.21
3/7/2015,275.89
3/8/2015,274.48
3/9/2015,288.52
3/10/2015,290.51
3/11/2015,295.83
3/12/2015,293.87
3/13/2015,284.28
3/14/2015,281.36
3/15/2015,285.34
3/16/2015,290.38
3/17/2015,284.46
3/18/2015,255.37
3/19/2015,259.74
3/20/2015,260.84
3/21/2015,259.62
3/22/2015,267.8
3/23/2015,265.94
3/24/2015,245.44
3/25/2015,246.13
3/26/2015,247.65
3/27/2015,246.58
3/28/2015,252.25
3/29/2015,242.02
3/30/2015,246.85
3/31/2015,243.39
4/1/2015,246.55
4/2/2015,252.26
4/3/2015,253.54
4/4/2015,253.12
4/5/2015,259.95
4/6/2015,254.52
4/7/2015,252.8
4/8/2015,244.36
4/9/2015,243.26
4/10/2015,235.22
4/11/2015,236.12
4/12/2015,235.64
4/13/2015,223.41
4/14/2015,218.27
4/15/2015,223.57
4/16/2015,228.11
4/17/2015,222.23
4/18/2015,222.84
4/19/2015,221.69
4/20/2015,224.31
4/21/2015,235.81
4/22/2015,233.92
4/23/2015,235.56
4/24/2015,230.79
4/25/2015,225.85
4/26/2015,218.81
4/27/2015,228.5
4/28/2015,225.68
4/29/2015,225.98
4/30/2015,236.57
5/1/2015,232.12
5/2/2015,234.9
5/3/2015,240.12
5/4/2015,238.77
5/5/2015,236.55
5/6/2015,230.05
5/7/2015,237.78
5/8/2015,243.39
5/9/2015,240.48
5/10/2015,239.63
5/11/2015,241.85
5/12/2015,240.99
5/13/2015,235.8
5/14/2015,236.74
5/15/2015,237.31
5/16/2015,235.73
5/17/2015,236.1
5/18/2015,232.87
5/19/2015,231.94
5/20/2015,234.25
5/21/2015,235.3
5/22/2015,240.52
5/23/2015,239.03
5/24/2015,241.19
5/25/2015,237.49
5/26/2015,237.33
5/27/2015,237.18
5/28/2015,237.47
5/29/2015,237.1
5/30/2015,233.29
5/31/2015,230
6/1/2015,223.31
6/2/2015,225.75
6/3/2015,225.65
6/4/2015,224.37
6/5/2015,225.04
6/6/2015,225.68
6/7/2015,223.39
6/8/2015,228.65
6/9/2015,229.33
6/10/2015,228.95
6/11/2015,230.02
6/12/2015,230.2
6/13/2015,232.75
6/14/2015,233.85
6/15/2015,237.31
6/16/2015,250.9
6/17/2015,249.17
6/18/2015,248.87
6/19/2015,243.55
6/20/2015,245.26
6/21/2015,244.01
6/22/2015,246.77
6/23/2015,243.99
6/24/2015,240.22
6/25/2015,242.42
6/26/2015,242.64
6/27/2015,250.71
6/28/2015,248.07
6/29/2015,256.49
6/30/2015,262.48
7/1/2015,257.66
7/2/2015,254.35
7/3/2015,255.6
7/4/2015,260.35
7/5/2015,271.02
7/6/2015,268.49
7/7/2015,264.96
7/8/2015,269.65
7/9/2015,268.11
7/10/2015,283.88
7/11/2015,291.69
7/12/2015,309.98
7/13/2015,290.88
7/14/2015,286.19
7/15/2015,283.82
7/16/2015,277.83
7/17/2015,278.49
7/18/2015,274.49
7/19/2015,272.49
7/20/2015,278.41
7/21/2015,275.1
7/22/2015,276.62
7/23/2015,275.63
7/24/2015,287.97
7/25/2015,288.13
7/26/2015,291.64
7/27/2015,292.73
7/28/2015,293.79
7/29/2015,288.77
7/30/2015,287.29
7/31/2015,283.94
8/1/2015,280.04
8/2/2015,281.65
8/3/2015,280.48
8/4/2015,284.5
8/5/2015,281.38
8/6/2015,278.25
8/7/2015,279.03
8/8/2015,260.2
8/9/2015,264.44
8/10/2015,263.76
8/11/2015,270.92
8/12/2015,265.64
8/13/2015,263.34
8/14/2015,264.87
8/15/2015,260.73
8/16/2015,257.67
8/17/2015,256.98
8/18/2015,219
8/19/2015,225.39
8/20/2015,234.69
8/21/2015,231.94
8/22/2015,229.74
8/23/2015,227.59
8/24/2015,209.13
8/25/2015,221.71
8/26/2015,225.38
8/27/2015,224.26
8/28/2015,230.98
8/29/2015,229.76
8/30/2015,228.61
8/31/2015,230.02
9/1/2015,227.35
9/2/2015,228.86
9/3/2015,226.76
9/4/2015,230.09
9/5/2015,234.68
9/6/2015,239.44
9/7/2015,240.02
9/8/2015,243.55
9/9/2015,238.29
9/10/2015,238.59
9/11/2015,240.08
9/12/2015,234.82
9/13/2015,230.33
9/14/2015,230.24
9/15/2015,229.92
9/16/2015,228.8
9/17/2015,232.79
9/18/2015,232.72
9/19/2015,231.24
9/20/2015,230.86
9/21/2015,226.61
9/22/2015,230.52
9/23/2015,229.96
9/24/2015,234.28
9/25/2015,234.84
9/26/2015,234.21
9/27/2015,232.85
9/28/2015,239.34
9/29/2015,236.62
9/30/2015,236.25
10/1/2015,237.57
10/2/2015,237.4
10/3/2015,239.09
10/4/2015,238.69
10/5/2015,240.59
10/6/2015,246.42
10/7/2015,243.27
10/8/2015,242.69
10/9/2015,244.32
10/10/2015,245.33
10/11/2015,247.53
10/12/2015,245.59
10/13/2015,249.94
10/14/2015,252.59
10/15/2015,254.81
10/16/2015,262.94
10/17/2015,271.2
10/18/2015,262.9
10/19/2015,264.42
10/20/2015,270.22
10/21/2015,267.33
10/22/2015,274.41
10/23/2015,277.46
10/24/2015,282.66
10/25/2015,283.07
10/26/2015,286.13
10/27/2015,294.4
10/28/2015,303.89
10/29/2015,313.59
10/30/2015,326
10/31/2015,312.43
11/1/2015,325.08
11/2/2015,359.35
11/3/2015,400.71
11/4/2015,408.74
11/5/2015,387.51
11/6/2015,374.95
11/7/2015,384.8
11/8/2015,373.49
11/9/2015,380.04
11/10/2015,337.93
11/11/2015,312.58
11/12/2015,336.86
11/13/2015,337.29
11/14/2015,333.55
11/15/2015,319.93
11/16/2015,331.59
11/17/2015,335.77
11/18/2015,334.97
11/19/2015,326.31
11/20/2015,321.99
11/21/2015,327.17
11/22/2015,324.34
11/23/2015,323.26
11/24/2015,320.16
11/25/2015,328.98
11/26/2015,353.3
11/27/2015,358.18
11/28/2015,357.66
11/29/2015,371.86
11/30/2015,376.91
12/1/2015,362.73
12/2/2015,359.43
12/3/2015,361.31
12/4/2015,363.48
12/5/2015,388.86
12/6/2015,388.46
12/7/2015,395.86
12/8/2015,418.14
12/9/2015,418.04
12/10/2015,415.25
12/11/2015,453.9
12/12/2015,435.9
12/13/2015,433.54
12/14/2015,443.84
12/15/2015,465.5
12/16/2015,455.37
12/17/2015,455.99
12/18/2015,463.84
12/19/2015,462.23
12/20/2015,442.5
12/21/2015,437.76
12/22/2015,435.5
12/23/2015,442.84
12/24/2015,454.85
12/25/2015,455.31
12/26/2015,417.22
12/27/2015,422.52
12/28/2015,421.26
12/29/2015,432.62
12/30/2015,426.14
12/31/2015,430.05
1/1/2016,434.46
1/2/2016,433.59
1/3/2016,430.36
1/4/2016,433.49
1/5/2016,432.25
1/6/2016,429.46
1/7/2016,458.28
1/8/2016,453.37
1/9/2016,449.14
1/10/2016,448.96
1/11/2016,448.38
1/12/2016,432.88
1/13/2016,432.04
1/14/2016,429.73
1/15/2016,358.77
1/16/2016,387.66
1/17/2016,380.21
1/18/2016,385.84
1/19/2016,377.74
1/20/2016,418.74
1/21/2016,409.94
1/22/2016,381.76
1/23/2016,386.19
1/24/2016,402.61
1/25/2016,390.66
1/26/2016,391.43
1/27/2016,394.63
1/28/2016,379.38
1/29/2016,378.2
1/30/2016,376.94
1/31/2016,367.13
2/1/2016,371.25
2/2/2016,372.88
2/3/2016,368.93
2/4/2016,388.61
2/5/2016,385.34
2/6/2016,375.4
2/7/2016,375.28
2/8/2016,371.1
2/9/2016,373.32
2/10/2016,379.96
2/11/2016,377.72
2/12/2016,383.13
2/13/2016,392.18
2/14/2016,406.74
2/15/2016,399.48
2/16/2016,407.36
2/17/2016,415.56
2/18/2016,421.64
2/19/2016,420.33
2/20/2016,436.52
2/21/2016,438.98
2/22/2016,438.07
2/23/2016,419.98
2/24/2016,424.36
2/25/2016,423.52
2/26/2016,432.06
2/27/2016,432.14
2/28/2016,432.64
2/29/2016,436.61
3/1/2016,433.64
3/2/2016,421.6
3/3/2016,419.47
3/4/2016,419.12
